language,repo_name,pr_number,story_points,pre_coding_title,pre_coding_description,pre_coding_desc_length,pre_coding_subtasks,pre_coding_author_tenure_days,pre_coding_discussion_participants,is_ai_assisted,post_coding_churn,post_coding_cyclomatic_proxy,post_coding_test_coverage_ratio,ai_mentions,ai_generation_ratio,ai_speed_proxy
python,AstrBot,8178,3,docs: 补充 LLM Tool 注册文档警告说明,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> fix #8143 LLM 工具注册相关文档缺少关键警告 ### Modifications / 改动点 `docs/en/dev/star/guides/ai.md`：补充缺失的""注册 Tool 到 AstrBot""章节，包含 add_llm_tools() 用法、register_llm_tool() 弃用警告、以及装饰器注册小节（含 Args: 段格式要求） `docs/zh/dev/star/guides/ai.md`：修正装饰器小节引导语语病（""如果请务必"" → ""请务必""），新增 register_llm_tool() 弃用警告，新增装饰器依赖 docstring Args: 段生成参数 schema 的说明及缺失后果 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 这只是一个文档错误） <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [ ] 😊 If there are new features added in the PR, I have discussed it with the authors through issues/emails, etc. / 如果 PR 中有新加入的功能，已经通过 Issue / 邮件等方式和作者讨论过。 - [x] 👀 My changes have been well-tested, **and ""Verification Steps"" and ""Screenshots"" have been provided above**. / 我的更改经过了良好的测试，**并已在上方提供了“验证步骤”和“运行截图”**。 - [x] 🤓 I have ensured that no new dependencies are introduced, OR if new dependencies are introduced, they have been added to the appropriate locations in `requirements.txt` and `pyproject.toml`. / 我确保没有引入新依赖库，或者引入了新依赖库的同时将其添加到 `requirements.txt` 和 `pyproject.toml` 文件相应位置。 - [x] 😮 My changes do not introduce malicious code. / 我的更改没有引入恶意代码。 ## Summary by Sourcery Clarify and expand the LLM tool registration guidance in the AI plugin documentation for both English and Chi",2626,5,290,1,0,71,0,0.0,0,23.0,23.28
python,AstrBot,8104,5,fix: add ollama and nvidia embedding,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> This PR adds two new Embedding providers to extend AstrBot's knowledge base vectorization capabilities: 1. **NVIDIA NIM Embedding** — supports NVIDIA's high-performance Embedding API (e.g., `NV-Embed-QA`, `llama-nemotron-embed-1b-v2`). Users can leverage NVIDIA's free developer tier for faster vectorization, or connect to privately deployed NIM microservices. 2. **Ollama Embedding** — supports locally self-hosted embedding models via Ollama, giving users a fully offline, privacy-preserving vectorization option. Closes #7829. ### Modifications / 改动点 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> ### Core files modified: - **`astrbot/core/provider/sources/nvidia_embedding_source.py`** (new, 140 lines) - `NvidiaEmbeddingProvider` class implementing `EmbeddingProvider` interface - Supports configurable `api_key`, `base_url`, `model`, `input_type`, `timeout`, `proxy` - Handles both single and batch embedding via `get_embedding()` / `get_embeddings()` - Parses NVIDIA API response format (OpenAI-compatible embedding structure) - **`astrbot/core/provider/sources/ollama_embedding_source.py`** (new, 120 lines) - `OllamaEmbeddingProvider` class implementing `EmbeddingProvider` interface - Supports configurable `base_url`, `model`, `embedding_dimensions`, `timeout`, `proxy` - Communicates with Ollama's `/api/embed` endpoint - **`astrbot/core/provider/manager.py`** (+8 lines) - Registers both providers in the lazy import dispatch (`match/case` block) - **`astrbot/core/config/default.py`** (+28 lines) - Default provider configurations for both NVIDIA Embedding and Ollama Embedding - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ###",4050,5,1410,1,0,290,26,0.0,0,290.0,0.02
python,AstrBot,8153,3,perf: enhance AMR audio quality and simplify opus logic,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> 主要实现Issue #7283 提及的AMR语音听觉体验优化，利用贝叶斯算法获取最佳参数。 以及小小的代码优化。 ### Modifications / 改动点 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> - 增加-af参数，优化AMR语音 - astrbot\core\utils\media_utils.py - 精简opus格式转码逻辑，复用已有代码 - astrbot\core\utils\media_utils.py - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> <img width=""1296"" height=""155"" alt=""image"" src=""https://github.com/user-attachments/assets/4425be21-fc4f-4156-b411-9d43c9a2ba24"" /> [无参/有参优化效果对比](https://wenqiofficial.github.io/amr_optimization/) --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [x] 😊 If there are new features added in the PR, I have discussed it with the authors through issues/emails, etc. / 如果 PR 中有新加入的功能，已经通过 Issue / 邮件等方式和作者讨论过。 - [x] 👀 My changes have been well-tested, **and ""Verification Steps"" and ""Screenshots"" have been provided above**. / 我的更改经过了良好的测试，**并已在上方提供了“验证步骤”和“运行截图”**。 - [x] 🤓 I have ensured that no new dependencies are introduced, OR if new dependencies are introduced, they have been added to the appropriate locations in `requirements.txt` and `pyproject.toml`. / 我确保没有引入新依赖库，或者引入了新依赖库的同时将其添加到 `requirements.txt` 和 `pyproject.toml` 文件相应位置。 - [x] 😮 My changes do not introduce malicious code. / 我的更改没有引入恶意代码。 ## Summary by Sourcery Improve AMR audio conversion quality and simplify ",2377,5,2139,1,0,98,0,0.0,0,0.32,5.18
python,AstrBot,8186,1,fix(#8184): “控制台自动滚动开关持久化”特性未生效,"### Modifications / 改动点 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> **Bug 修复：控制台自动滚动开关持久化状态不生效** v4.24.4 添加了控制台自动滚动开关持久化功能，但存在以下 bug： - 前端开关的显示状态可以正确从 localStorage 读取并保持 - 但每次切换到日志页面时，无论开关记忆的状态是否为关闭，日志仍会自动滚动 - 用户必须手动点击两次开关（关→开→关），才能真正停止自动滚动 - 关联 Issue: [#8184 ](https://github.com/AstrBotDevs/AstrBot/issues/8184) **根因分析：** `ConsolePage.vue` 与 `ConsoleDisplayer.vue` 之间存在初始化时序问题： 1. `ConsolePage.vue` 从 localStorage 正确加载了 `autoScrollEnabled` 偏好值 2. 但 `ConsoleDisplayer.vue` 的 `autoScroll` 属性默认初始化为 `true` 3. `ConsolePage` 中的 watcher 仅在 `autoScrollEnabled` 变化时才同步给子组件，初次挂载时不会触发 4. 因此页面加载后，UI 上开关显示的是 localStorage 中保存的关闭状态，但 `ConsoleDisplayer` 内部的 `autoScroll` 实际仍为 `true` **修改的文件：** 1. `src/views/ConsolePage.vue` - 新增 `mounted()` 生命周期钩子，在组件挂载时将 `autoScrollEnabled` 显式同步给 `ConsoleDisplayer` 子组件 - 确保从 localStorage 加载的偏好值在初次渲染时即生效，无需用户手动切换 - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行""验证步骤""的证据，证明此改动有效。--> **验证步骤：** 1. 进入控制台日志页面，关闭""自动滚动""开关 2. 切换到其他页面，再切换回日志页面 3. 修复前：开关显示为关闭状态，但日志仍会自动滚动到底部 4. 修复后：开关显示为关闭状态，日志不会自动滚动，与开关状态一致 --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [x] 😊 If there are new features added in the PR, I have discussed it with the authors through issues/emails, etc. / 如果 PR 中有新加入的功能，已经通过 Issue / 邮件等方式和作者讨论过。 - [x] 👀 My changes have been well-tested, **and ""Verification Steps"" and ""Screenshots"" have been provided above**. / 我的更改经过了良好的测试，**并已在上方提供了""验证步骤""和""运行截图""**。 - [x] 🤓 I have ensured that no new dependencies are introduced, OR if ne",2591,5,974,1,0,5,0,0.0,0,5.0,0
python,AstrBot,8172,3,fix: prefer bundled dashboard over stale data dist,"﻿Fixes #8170. ## Summary - Detect stale `data/dist` dashboard assets by comparing their version with the current core version. - Prefer the bundled dashboard dist when `data/dist` is older, instead of serving stale login UI after an upgrade. - Keep explicit `--webui-dir` unchanged. ## To verify - `uv run pytest tests\test_main.py tests\test_dashboard.py::test_dashboard_uses_bundled_dist_when_data_dist_is_stale -q --basetemp .tmp\pytest -p no:cacheprovider` - `uv run ruff check main.py astrbot\core\utils\io.py astrbot\dashboard\server.py tests\test_main.py tests\test_dashboard.py` - `uv run ruff format --check main.py astrbot\core\utils\io.py astrbot\dashboard\server.py tests\test_main.py tests\test_dashboard.py` - `uv run python -m py_compile main.py astrbot\core\utils\io.py astrbot\dashboard\server.py tests\test_main.py tests\test_dashboard.py` - `git diff --check` ## Summary by Sourcery Ensure the dashboard uses bundled assets when user data dist is stale relative to the core version. Bug Fixes: - Prevent serving outdated WebUI assets by preferring the bundled dashboard dist when the user data dist version is older than the core version. Enhancements: - Introduce utilities to detect dashboard dist versions and decide when to fall back to bundled assets. - Update dashboard server initialization to respect version comparisons while still honoring explicit webui_dir configuration. Tests: - Add unit and integration tests verifying that stale data/dist does not override bundled dashboard assets and that the bundled dist path is used appropriately.",1577,0,2895,1,0,192,10,1.1625,0,8.65,0.25
python,AstrBot,8019,5,fix windows updater zip root path normalization,"## Summary This fixes Windows updater failures caused by using the zip archive root entry directly as a filesystem path fragment during extraction. On Windows, GitHub zipballs expose root entries like `AstrBotDevs-AstrBot-39386ee/`. When the updater joins that POSIX-style fragment onto an extended-length path such as `\\?\C:\Users\...`, downstream filesystem calls can receive mixed separators and fail with `WinError 123`. Users then cannot update either AstrBot Core or plugins from the dashboard. The root cause was that both `astrbot/core/zip_updator.py` and `astrbot/core/star/updator.py` reused `z.namelist()[0]` directly for `os.listdir()`, `shutil.move()`, and cleanup paths. That made the updater depend on archive entry formatting instead of normalizing to the local platform path semantics first. This change adds a small shared normalization step in `RepoZipUpdator` and reuses the normalized root path for all downstream filesystem operations in both update flows. The fix stays narrow and does not change download behavior or the overall extraction flow. ## Testing I added regression coverage for both updater paths and verified that the tests fail before the fix and pass after it. Commands used: - `uv run pytest tests/test_updator_socks.py -q` - `uv run ruff check astrbot/core/zip_updator.py astrbot/core/star/updator.py tests/test_updator_socks.py` - `uv run ruff format --check astrbot/core/zip_updator.py astrbot/core/star/updator.py tests/test_updator_socks.py` ## Notes The new tests are unit-level and mocked, so the remaining residual risk is that they do not exercise a real Windows filesystem end to end. They do verify the specific behavior that was broken here: normalizing extended-length Windows paths before `listdir`, `move`, and cleanup reuse. ## Summary by Sourcery Normalize archive root paths when extracting updater zip files to make Windows updates reliable and secure. Bug Fixes: - Fix Windows updater failures caused by using raw zip entry names as path fr",2733,0,2242,2,0,377,14,3.52,0,8.69,0.19
python,AstrBot,8167,2,fix: 尊重显式配置的 Shipyard Neo profile,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> 修复 Shipyard Neo 在 AstrBot 里错误地把 `python-default` 当成“默认占位值”的问题。现在只要 profile 非空，就会按用户显式配置传给 Bay；只有 profile 为空时，才自动扫描并优先选择带 `browser` capability 的 profile。 ### Modifications / 改动点 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> - [x] 这不是一个破坏性变更。 - 调整 `astrbot/core/computer/booters/shipyard_neo.py` 的 profile 解析逻辑，确保 `python-default` 作为显式配置时会被尊重。 - 更新 `tests/test_profile_aware_tools.py`，补充显式 `python-default` 和空值自动选择两类用例。 - 同步更新配置提示和文档，明确“留空才自动选择”的行为。 ### Screenshots or Test Results / 运行截图或测试结果 <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> 已完成验证： - `uv run pytest tests/test_profile_aware_tools.py` - `uv run ruff format .` - `uv run ruff check .` --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [ ] 😊 如果这个 PR 里有新功能，我已经通过 Issue / 邮件等方式和作者讨论过。 - [x] 👀 我的更改已经充分测试，并且上方已经提供了“验证步骤”和“运行截图/日志”。 - [x] 🤓 我确保没有引入新依赖库；如果引入了新依赖，也已同步更新 `requirements.txt` 和 `pyproject.toml`。 - [x] 😮 我的更改没有引入恶意代码。",1459,5,1355,1,0,38,2,1.1111,0,1.6,0
python,AstrBot,8149,2,fix(message_tools): 路径不存在时抛出异常并阻止消息发送,"- _resolve_path_from_sandbox 在所有解析路径均失败时改为抛出 FileNotFoundError，而非静默返回原始路径，避免将无效路径传递给下游组件 - 新增 component_type 关键字参数，使错误信息能明确指出是 image/record/video/file 哪类资源路径缺失 - 在 call 方法中捕获 FileNotFoundError 并提前返回错误字符串，确保路径无效时不会继续构建或发送任何消息组件 - 补充单元测试，验证缺失图片路径场景下 send_message 不会被调用 Ref #8107 <!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> ### Modifications / 改动点 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> ``` tests\unit\test_message_tools.py .......[100%] === 7 passed in 1.44s === ``` --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [ ] 😊 If there are new features added in the PR, I have discussed it with the authors through issues/emails, etc. / 如果 PR 中有新加入的功能，已经通过 Issue / 邮件等方式和作者讨论过。 - [ ] 👀 My changes have been well-tested, **and ""Verification Steps"" and ""Screenshots"" have been provided above**. / 我的更改经过了良好的测试，**并已在上方提供了“验证步骤”和“运行截图”**。 - [ ] 🤓 I have ensured that no new dependencies are introduced, OR if new dependencies are introduced, they have been added to the appropriate locations in `requirements.txt` and `pyproject.toml`. / 我确保没有引入新依赖库，或者引入了新依赖库的同时将其添加到 `requirements.txt` 和 `pyproject.toml` 文件相应位置。 - [ ] 😮 My changes do not introduce malicious code. / 我的更改没有引入恶意代码。 ## Summary by Sourcery Ensure message sending aborts when media file paths cannot",2462,5,147,1,0,48,0,2.0,0,6.0,0.02
python,AstrBot,8001,5,fix(docs):多份文档汉译英并整理,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> 将 AstrBot 的多份中文使用文档与开发文档重新翻译为英文 ### Modifications / 改动点 翻译文档为英文版 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 本 PR 仅修复文档中的文字错误无运行截图。具体改动见Modifications / 改动点 <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [ ] 😊 If there are new features added in the PR, I have discussed it with the authors through issues/emails, etc. / 如果 PR 中有新加入的功能，已经通过 Issue / 邮件等方式和作者讨论过。 - [x] 👀 My changes have been well-tested, **and ""Verification Steps"" and ""Screenshots"" have been provided above**. / 我的更改经过了良好的测试，**并已在上方提供了“验证步骤”和“运行截图”**。 - [x] 🤓 I have ensured that no new dependencies are introduced, OR if new dependencies are introduced, they have been added to the appropriate locations in `requirements.txt` and `pyproject.toml`. / 我确保没有引入新依赖库，或者引入了新依赖库的同时将其添加到 `requirements.txt` 和 `pyproject.toml` 文件相应位置。 - [x] 😮 My changes do not introduce malicious code. / 我的更改没有引入恶意代码。 ## Summary by Sourcery Update and polish multiple English documentation pages for AstrBot, translating remaining Chinese content and aligning links and terminology with the English docs. Documentation: - Rewrite the platform adapter development guide in English, including code comments and explanatory text. - Update LM Studio provider documentation ",2733,1,281,1,0,222,0,0.0,0,0.84,0.3
python,AstrBot,8166,3,fix(docs): fix multiple errors in plugin development guides,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> 通过惊人的注意力发现了文档的一些错误 ### Modifications / 改动点 1. `def add` / `def calc_help` 应为 `async def` （docs/zh|en/dev/star/guides/listen-message-event.md） 2. `on_decorating_result` 示例缺少 `Plain` 导入 （docs/zh|en/dev/star/guides/listen-message-event.md） 3. `PlatformAdapterType`不完整 （docs/zh|en/dev/star/guides/listen-message-event.md） 4. `delete_persona` Raises 字段拼写错误 （docs/zh/dev/star/guides/ai.md） `Valueable` → `ValueError`，与 `persona_mgr.py` 实际 `raise` 类型一致。 5. `support_platforms` 列表不完整 （docs/zh|en/dev/star/plugin-new.md） 缺少 `qq_official_webhook`、`wecom_ai_bot`、`weixin_oc`、`matrix`、`mattermost` 5 个平台。（还是要声明一下好？） 6. `simple.md` 导入了已废弃的 `register` （docs/zh/dev/star/guides/simple.md） `register_star` 装饰器自 v3.5.20 起标注 `DeprecationWarning`。 7. `star_handler.py` docstring 参数命名不一致 （astrbot/core/star/register/star_handler.py） `register_on_llm_request` 的 docstring 示例使用 `request`，而调用处`internal.py` 变量名为 `req`，用户文档两处示例也均为 `req`。将 docstring 统一改为 `req`，消除歧义。 8. 指令组占位函数 `self` 参数前后不一致 （docs/zh|en/dev/star/guides/listen-message-event.md） 同文件两处示例，一处写 `def math(self):`，另一处写 `def math():`。统一改为无 `self`。 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 这只是一个文档错误） <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [ ] 😊 If there are new fe",3530,5,289,1,0,51,0,0.0,0,1.36,1.03
python,AstrBot,8061,2,fix: keep Discord startup alive on command quota,"﻿Fixes #8029. ## What changed Discord command registration now treats error code `30034` as a recoverable daily quota condition. When Pycord reports that Discord's daily application command create quota is exhausted, AstrBot logs a warning and continues startup instead of failing the whole platform adapter. Other `sync_commands()` errors still raise. Missing access, bad tokens, network errors, and other real setup problems should remain visible instead of being silently swallowed. ## Why The shutdown path already wraps `sync_commands(commands=[])` with error handling, but the startup registration path called `sync_commands()` bare. Discord 30034 is a quota/backoff condition: already-registered commands can still work, and restarting AstrBot should not be blocked until the next quota reset. ## Tests ```text python -m py_compile astrbot/core/platform/sources/discord/discord_platform_adapter.py tests/test_discord_command_sync.py python -m pytest tests/test_discord_command_sync.py -q python -m ruff check astrbot/core/platform/sources/discord/discord_platform_adapter.py tests/test_discord_command_sync.py python -m ruff format --check astrbot/core/platform/sources/discord/discord_platform_adapter.py tests/test_discord_command_sync.py ``` ## Summary by Sourcery Handle Discord application command sync quota errors without failing startup Bug Fixes: - Treat Discord error code 30034 as a recoverable daily command quota condition so Discord startup is not aborted when the quota is exhausted. Tests: - Add tests ensuring daily quota errors are ignored while other sync errors still cause startup to fail.",1628,0,2889,1,0,89,2,4.4375,0,29.0,0.01
python,AstrBot,8156,1,chore(deps): bump pnpm/action-setup from 6.0.5 to 6.0.7 in the github-actions group,"Bumps the github-actions group with 1 update: [pnpm/action-setup](https://github.com/pnpm/action-setup). Updates `pnpm/action-setup` from 6.0.5 to 6.0.7 <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://github.com/pnpm/action-setup/releases"">pnpm/action-setup's releases</a>.</em></p> <blockquote> <h2>v6.0.7</h2> <h2>What's Changed</h2> <ul> <li>fix: honor devEngines.packageManager.onFail=error (<a href=""https://redirect.github.com/pnpm/action-setup/issues/252"">#252</a>) by <a href=""https://github.com/zkochan""><code>@​zkochan</code></a> in <a href=""https://redirect.github.com/pnpm/action-setup/pull/254"">pnpm/action-setup#254</a></li> <li>fix: restore inputs from state in post by <a href=""https://github.com/haines""><code>@​haines</code></a> in <a href=""https://redirect.github.com/pnpm/action-setup/pull/255"">pnpm/action-setup#255</a></li> <li>fix: self-update bootstrap to packageManager-pinned version (<a href=""https://redirect.github.com/pnpm/action-setup/issues/233"">#233</a>) by <a href=""https://github.com/zkochan""><code>@​zkochan</code></a> in <a href=""https://redirect.github.com/pnpm/action-setup/pull/256"">pnpm/action-setup#256</a></li> </ul> <h2>New Contributors</h2> <ul> <li><a href=""https://github.com/haines""><code>@​haines</code></a> made their first contribution in <a href=""https://redirect.github.com/pnpm/action-setup/pull/255"">pnpm/action-setup#255</a></li> </ul> <p><strong>Full Changelog</strong>: <a href=""https://github.com/pnpm/action-setup/compare/v6.0.6...v6.0.7"">https://github.com/pnpm/action-setup/compare/v6.0.6...v6.0.7</a></p> <h2>v6.0.6</h2> <h2>What's Changed</h2> <ul> <li>fix: bin_dest output points to self-updated pnpm, not bootstrap by <a href=""https://github.com/zkochan""><code>@​zkochan</code></a> in <a href=""https://redirect.github.com/pnpm/action-setup/pull/249"">pnpm/action-setup#249</a></li> </ul> <p><strong>Full Changelog</strong>: <a href=""https://github.com/pnpm/action-setup/compare/v6.0.5...v6.0.6"">https://",5749,0,2582,1,0,6,0,0.0,0,0.75,0
python,AstrBot,8129,1,Update API Key reference in knowledge-base.md,"<!--Please describe the motivation for this change: What problem does it solve? (e.g., Fixes XX issue, adds YY feature)--> <!--请描述此项更改的动机：它解决了什么问题？（例如：修复了 XX issue，添加了 YY 功能）--> ### Modifications / 改动点 <!--Please summarize your changes: What core files were modified? What functionality was implemented?--> <!--请总结你的改动：哪些核心文件被修改了？实现了什么功能？--> 修正了错误的模型提供商，更改了文档中knowledge-base.md - [x] This is NOT a breaking change. / 这不是一个破坏性变更。 <!-- If your changes is a breaking change, please uncheck the checkbox above --> ### Screenshots or Test Results / 运行截图或测试结果 <!--Please paste screenshots, GIFs, or test logs here as evidence of executing the ""Verification Steps"" to prove this change is effective.--> <!--请粘贴截图、GIF 或测试日志，作为执行“验证步骤”的证据，证明此改动有效。--> <img width=""642"" height=""379"" alt=""1778381602106_f3e870693c6245b4a27264ebfd43d52c"" src=""https://github.com/user-attachments/assets/e743292e-a5af-4cd1-965f-7e57c6b7f5fb"" /> <img width=""161"" height=""77"" alt=""1778381624992_f143bc788c5140ca9920f1faf37c8a7d"" src=""https://github.com/user-attachments/assets/1210f531-ce55-4d03-a7dc-3ba842c969fb"" /> <img width=""206"" height=""73"" alt=""1778381639949_2f65334e963848d89da32ab82f21d184"" src=""https://github.com/user-attachments/assets/621f621f-b3bc-4bd8-b211-cfee98d15db5"" /> --- ### Checklist / 检查清单 <!--If merged, your code will serve tens of thousands of users! Please double-check the following items before submitting.--> <!--如果分支被合并，您的代码将服务于数万名用户！在提交前，请核查一下几点内容。--> - [x] 😊 If there are new features added in the PR, I have discussed it with the authors through issues/emails, etc. / 如果 PR 中有新加入的功能，已经通过 Issue / 邮件等方式和作者讨论过。 - [x] 👀 My changes have been well-tested, **and ""Verification Steps"" and ""Screenshots"" have been provided above**. / 我的更改经过了良好的测试，**并已在上方提供了“验证步骤”和“运行截图”**。 - [x] 🤓 I have ensured that no new dependencies are introduced, OR if new dependencies are introduced, they have been added to the appropriate locations in `requirements.txt` and `pyproject.toml`. / 我确保没有引入新依赖库，或者引入了新依赖库的同时将其添加到 `re",2326,5,891,1,0,2,0,0.0,0,0.5,0.15
